"ID"	"Surname"	"Given"	"IntlWW40"	"IntlWW50"	"IntlWW60"
"ICUS1993"	"Wuketits"	"Franz Manfred"	NA	NA	NA
"ICUS1994"	"Wyss"	"Peter"	NA	NA	NA
"ICUS1995"	"Xu"	"Lanxu"	NA	NA	NA
"ICUS1996"	"Xuto"	"Somsakdi"	NA	NA	NA
"ICUS1997"	"Vijil Tardón"	"Camilo"	NA	NA	NA
"ICUS1998"	"Yamaguchi"	"Hikoyuki"	NA	NA	NA
"ICUS1999"	"Yamamoto"	"Kenzo"	NA	NA	NA
"ICUS2000"	"Yamamoto"	"Makoto"	NA	NA	NA
"ICUS2001"	"Yamamoto"	"Nobuhito"	NA	NA	NA
"ICUS2002"	"Yamaori"	"Tetsuo"	NA	NA	NA
"ICUS2003"	"Yamazawa"	"Ippei"	NA	NA	NA
"ICUS2004"	"Yamazawa"	"Shingo"	NA	NA	NA
"ICUS2005"	"Yang"	"Zu-Zan"	NA	NA	NA
"ICUS2006"	"Yankov"	"Alexander"	"B1924-06-22"	"B1924-06-22"	NA
"ICUS2007"	"Yao"	"Xinzhong"	NA	NA	NA
"ICUS2008"	"Yaran"	"Cafer Sadık"	NA	NA	NA
"ICUS2009"	"Yazzie"	"Ethelou"	NA	NA	NA
"ICUS2010"	"Yeh"	"Si-Jung"	NA	NA	NA
"ICUS2011"	"Yehuda"	"Shlomo"	NA	NA	NA
"ICUS2012"	"Yi"	"Pyong-Do"	NA	NA	NA
"ICUS2013"	"Yilmaz"	"Huseyin"	NA	NA	NA
"ICUS2014"	"Yoo"	"Jong Youl"	NA	NA	NA
"ICUS2015"	"Yoo"	"Kyung-Jin"	NA	NA	NA
"ICUS2016"	"Yoon"	"Se-won"	NA	NA	NA
"ICUS2017"	"Yoshida"	"Natsuhiko"	NA	NA	NA
"ICUS2018"	"Yoshimura"	"Toru"	NA	NA	NA
"ICUS2019"	"Young"	"Hewitt Hartley"	NA	NA	NA
"ICUS2020"	"Yovel"	"Yirmiahu"	NA	NA	NA
"ICUS2021"	"Yu"	"Timothy"	NA	NA	NA
"ICUS2022"	"Yuize"	"Yasuhiko"	NA	NA	NA
"ICUS2023"	"Yura"	"Shigeru"	NA	NA	NA
"ICUS2024"	"Zadeh"	"Lotfi Asker"	NA	NA	NA
"ICUS2025"	"Zahedi"	"Hamid"	NA	NA	NA
"ICUS2026"	"Zaim"	"Sabahaddin"	NA	NA	NA
"ICUS2027"	"Zaleski"	"Casimir Pierre"	NA	NA	NA
"ICUS2028"	"Zallen"	"Harold"	NA	NA	NA
"ICUS2029"	"Zaman"	"M. Raquibuz"	NA	NA	NA
"ICUS2030"	"Zamora"	"Mario Dimarucut"	NA	NA	NA
"ICUS2031"	"Zapotoczky"	"Klaus"	NA	NA	NA
"ICUS2032"	"Zebroski"	"Edwin Leopold"	NA	NA	NA
"ICUS2033"	"Zediker"	"Phillip L."	NA	NA	NA
"ICUS2034"	"Zeh"	"Heinz Dieter"	NA	NA	NA
"ICUS2035"	"Zelvys"	"Rimantas"	NA	NA	NA
"ICUS2036"	"Zettersten"	"Arne"	NA	NA	NA
"ICUS2037"	"Zhao"	"Ruan Jin"	NA	NA	NA
"ICUS2038"	"Zhou"	"Wenzhang"	NA	NA	NA
"ICUS2039"	"Ziade"	"Maan"	NA	NA	NA
"ICUS2040"	"Zichichi"	"Antonino"	NA	"B1929-10-15"	NA
"ICUS2041"	"Zippe"	"Gernot"	NA	NA	NA
"ICUS2042"	"Zolla"	"Elemiré"	NA	NA	NA
"ICUS2043"	"Zoppo"	"Ciro Elliott"	NA	NA	NA
"ICUS2044"	"Zraket"	"Charles A."	NA	NA	NA
"ICUS2045"	"Zucker"	"Alexander"	NA	NA	NA
"ICUS2046"	"Fells"	"Ian"	NA	NA	NA
"ICUS2047"	"Gomez Azcarate Ramirez"	"Elias"	NA	NA	NA
"ICUS2048"	"Kogane"	"Yoshihiro"	NA	NA	NA
"ICUS2049"	"Pournelle"	"Jerry Eugene"	NA	NA	NA
"ICUS2050"	"Kurasha"	"Jameson"	NA	NA	NA
"ICUS2051"	"MacCormick"	"Neil"	NA	NA	NA
"ICUS2052"	"Machida"	"Yutaka"	NA	NA	NA
"ICUS2053"	"Sivaraman"	"Krishna"	NA	NA	NA
"ICUS2054"	"Turner"	"Frederick Clair"	NA	NA	NA
